species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"ence, it commands attention. Known for its opportunistic feeding habits and adaptability, the tiger shark is a skilled hunter, preying on a variety of marine life. While encounters may be less common than",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"ed hunter, preying on a variety of marine life. While encounters may be less common than with other shark species, the Andaman Sea's diverse ecosystem provides a suitable habitat for tiger sharks. Keep an",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"with other shark species, the Andaman Sea's diverse ecosystem provides a suitable habitat for tiger sharks. Keep an eye out during your explorations for a chance to witness these impressive creatures in act",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,ns for a chance to witness these impressive creatures in action. ​Type : Largest of the Carcharinid Sharks Habitat/ What site gives you the best changes to see Tiger sharks? Tigersharks are very rarely spot,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"Type : Largest of the Carcharinid Sharks Habitat/ What site gives you the best changes to see Tiger sharks? Tigersharks are very rarely spotted in Thailand and Myanmar, we've seen 3 individuals in 12 years",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"ls in 12 years of diving the Andaman Sea! Encounters occurred at the Burma Banks, Surin islands and Shark point int he south of the Similan islands. ​ Reproduction: The tiger shark is the only aplacental v",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"Banks, Surin islands and Shark point int he south of the Similan islands. ​ Reproduction: The tiger shark is the only aplacental viviparous carcharinid, lacking a placental connection to the uterus. Embryo",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"y absorbing extra nutrients from the fluid, resulting in larger pups at birth. Do not confuse Tiger shark and sand tiger sharks. Unlike sand tiger sharks (Carcharias taurus), tiger sharks (Galeocerdo cuvie",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"rients from the fluid, resulting in larger pups at birth. Do not confuse Tiger shark and sand tiger sharks. Unlike sand tiger sharks (Carcharias taurus), tiger sharks (Galeocerdo cuvier) do not practice int",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"ulting in larger pups at birth. Do not confuse Tiger shark and sand tiger sharks. Unlike sand tiger sharks (Carcharias taurus), tiger sharks (Galeocerdo cuvier) do not practice intrauterine cannibalism, ref",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"not confuse Tiger shark and sand tiger sharks. Unlike sand tiger sharks (Carcharias taurus), tiger sharks (Galeocerdo cuvier) do not practice intrauterine cannibalism, refraining from consuming their sibli",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"actice intrauterine cannibalism, refraining from consuming their siblings in the womb. 6. Silvertip Shark ( Carcharhinus albimarginatus) Silvertip Shark (Carcharhinus albimarginatus) The silvertip shark is",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,m consuming their siblings in the womb. 6. Silvertip Shark ( Carcharhinus albimarginatus) Silvertip Shark (Carcharhinus albimarginatus) The silvertip shark is a sleek and striking predator that patrols the,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,ip Shark ( Carcharhinus albimarginatus) Silvertip Shark (Carcharhinus albimarginatus) The silvertip shark is a sleek and striking predator that patrols the ocean with grace. Named for its distinctive silve,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"built for speed and agility. With its sharp senses and excellent swimming abilities, the silvertip shark is an adept hunter, often preying on schools of fish. It is known for its bold and curious nature,",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,making encounters with this magnificent creature both exhilarating and unforgettable. Type: Requiem shark in the Carcharhinidae family Habitat/ What site gives you the best changes to see Silvertip sharks?,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"m shark in the Carcharhinidae family Habitat/ What site gives you the best changes to see Silvertip sharks? While it generally prefers offshore habitats, it can also be encountered in the Andaman Sea, inclu",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"also be encountered in the Andaman Sea, including the waters around Burma. Reproduction: Silvertip sharks are a viviparous species with a yolk-sac placenta. Each litter typically consists of 1 to 11 pups.",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"olk-sac placenta. Each litter typically consists of 1 to 11 pups. The gestation period of silvertip sharks lasts around 12 months. During this time, the embryos develop inside the mother's uterus, receiving",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"develop inside the mother's uterus, receiving nourishment from a yolk-sac placenta. 7. Gray Bamboo Shark (Chiloscyllium griseum): Gray Bamboo Shark (Chiloscyllium griseum) Let's take a closer look at the",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,ing nourishment from a yolk-sac placenta. 7. Gray Bamboo Shark (Chiloscyllium griseum): Gray Bamboo Shark (Chiloscyllium griseum) Let's take a closer look at the delightful grey bamboo shark! While informa,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"): Gray Bamboo Shark (Chiloscyllium griseum) Let's take a closer look at the delightful grey bamboo shark! While information about these Thailand-dwelling sharks is somewhat limited, one thing is clear: th",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"a closer look at the delightful grey bamboo shark! While information about these Thailand-dwelling sharks is somewhat limited, one thing is clear: they have a knack for hiding. These elusive creatures pref",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"making it challenging to gather extensive details about their habits and behaviors. The grey bamboo shark, with a maximum length of around 80cm, prefers a diet consisting mainly of shrimp, crabs, worms, an",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"around 80cm, prefers a diet consisting mainly of shrimp, crabs, worms, and other small fish. These sharks have a more leisurely pace and tend to stick close to the ocean floor or find cozy hideouts. It's w",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/discover-the-magnificent-species-of-sharks-that-you-may-encounter-in-the-andaman-sea,Discover the magnificent species of sharks that you may encounter in the Andaman Sea. - Diving liveaboard in Thailand and Myanmar,"ocean floor or find cozy hideouts. It's worth noting that they often get mistaken for other bamboo shark species or even their distant (much larger) relative, the nurse shark. Type: Carpet shark in the He",not valid,,
